Year,Donor.Name,variable,value
2018,Slovak Republic,RMNCH (total),0.886923382
2019,Slovak Republic,RMNCH (total),0.656242169
2020,Slovak Republic,RMNCH (total),0.91664019
2021,Slovak Republic,RMNCH (total),0.608085244
2011,Slovenia,RMNCH (total),0.223131052
2012,Slovenia,RMNCH (total),0.733982667
2013,Slovenia,RMNCH (total),0.4821479
2014,Slovenia,RMNCH (total),0.087991741
2015,Slovenia,RMNCH (total),0.159599475
2016,Slovenia,RMNCH (total),0.229644428
2017,Slovenia,RMNCH (total),0.220122335
2018,Slovenia,RMNCH (total),0.187754336
2019,Slovenia,RMNCH (total),0.165200777
2020,Slovenia,RMNCH (total),0.158328713
2021,Slovenia,RMNCH (total),0.246900373
2011,Spain,RMNCH (total),87.519951
2012,Spain,RMNCH (total),45.91565474
2013,Spain,RMNCH (total),48.00612783
2014,Spain,RMNCH (total),36.3456949
2015,Spain,RMNCH (total),30.17175543
2016,Spain,RMNCH (total),34.44674583
2017,Spain,RMNCH (total),35.57826756
2018,Spain,RMNCH (total),37.46011408
2019,Spain,RMNCH (total),36.08563829
2020,Spain,RMNCH (total),42.36688771
2021,Spain,RMNCH (total),54.37563159
2011,Sweden,RMNCH (total),103.7283293
2012,Sweden,RMNCH (total),183.3186487
2013,Sweden,RMNCH (total),146.9003686
2014,Sweden,RMNCH (total),146.9723912
2015,Sweden,RMNCH (total),144.666948
2016,Sweden,RMNCH (total),179.0537612
2017,Sweden,RMNCH (total),199.3985809
2018,Sweden,RMNCH (total),198.7444159
2019,Sweden,RMNCH (total),215.790971
2020,Sweden,RMNCH (total),224.8223511
2021,Sweden,RMNCH (total),248.1002313
2011,Switzerland,RMNCH (total),60.83853172
2012,Switzerland,RMNCH (total),62.39214983
2013,Switzerland,RMNCH (total),71.10098857
2014,Switzerland,RMNCH (total),88.27420172
2015,Switzerland,RMNCH (total),89.19879353
2016,Switzerland,RMNCH (total),78.58563647
2017,Switzerland,RMNCH (total),84.52693335
2018,Switzerland,RMNCH (total),83.01175205
2019,Switzerland,RMNCH (total),86.36791591
2020,Switzerland,RMNCH (total),134.197117
2021,Switzerland,RMNCH (total),153.9921477
2016,Thailand,RMNCH (total),0.07548782
2017,Thailand,RMNCH (total),0
2021,Thailand,RMNCH (total),0.067526812
2014,Timor-Leste,RMNCH (total),0.823652038
2015,Timor-Leste,RMNCH (total),0.196531984
2015,Türkiye,RMNCH (total),110.1516417
2016,Türkiye,RMNCH (total),242.264747
2017,Türkiye,RMNCH (total),326.939239
2018,Türkiye,RMNCH (total),410.342582
2019,Türkiye,RMNCH (total),399.4023635
2020,Türkiye,RMNCH (total),344.6809563
2021,Türkiye,RMNCH (total),294.5424265
2021,UN Capital Development Fund,RMNCH (total),0.007279356
2011,UN Peacebuilding Fund,RMNCH (total),0.00016261
2012,UN Peacebuilding Fund,RMNCH (total),1.257978662
2013,UN Peacebuilding Fund,RMNCH (total),0.065673297
2014,UN Peacebuilding Fund,RMNCH (total),0.803530012
2015,UN Peacebuilding Fund,RMNCH (total),0.611170484
2016,UN Peacebuilding Fund,RMNCH (total),0.005187774
2017,UN Peacebuilding Fund,RMNCH (total),0.028505828
2019,UN Peacebuilding Fund,RMNCH (total),0
2021,UN Peacebuilding Fund,RMNCH (total),0.4550744
2011,UNAIDS,RMNCH (total),85.04720441
2012,UNAIDS,RMNCH (total),84.53328629
2013,UNAIDS,RMNCH (total),78.17970486
2014,UNAIDS,RMNCH (total),46.79414402
2015,UNAIDS,RMNCH (total),81.16217153
2016,UNAIDS,RMNCH (total),73.52552205
2017,UNAIDS,RMNCH (total),63.4846442
2018,UNAIDS,RMNCH (total),79.24128333
2019,UNAIDS,RMNCH (total),7.47303673
2011,UNDP,RMNCH (total),9.650062223
2012,UNDP,RMNCH (total),12.9100962
2013,UNDP,RMNCH (total),8.405814519
2014,UNDP,RMNCH (total),6.017019964
2015,UNDP,RMNCH (total),5.058976993
2016,UNDP,RMNCH (total),4.766401193
2017,UNDP,RMNCH (total),4.304241565
2018,UNDP,RMNCH (total),1.586795124
2019,UNDP,RMNCH (total),3.743499156
2020,UNDP,RMNCH (total),0.886886303
2021,UNDP,RMNCH (total),4.284763557
2011,UNECE,RMNCH (total),0.0020976
2012,UNECE,RMNCH (total),0.1440032
2013,UNECE,RMNCH (total),0.1923432
2014,UNECE,RMNCH (total),0.1191552
2015,UNECE,RMNCH (total),0.1670568
2016,UNECE,RMNCH (total),0.104986
2017,UNECE,RMNCH (total),0.1251468
2015,UNEP,RMNCH (total),0.09485418
2016,UNEP,RMNCH (total),0.078535365
2011,UNFPA,RMNCH (total),155.8243218
2012,UNFPA,RMNCH (total),176.435279
2013,UNFPA,RMNCH (total),177.9109067
2014,UNFPA,RMNCH (total),170.0410397
2015,UNFPA,RMNCH (total),174.0223015
2016,UNFPA,RMNCH (total),144.260314
2017,UNFPA,RMNCH (total),118.074126
2018,UNFPA,RMNCH (total),111.4083233
2019,UNFPA,RMNCH (total),223.5168104
2020,UNFPA,RMNCH (total),223.9604981
2021,UNFPA,RMNCH (total),161.6891514
2011,UNHCR,RMNCH (total),15.23471822
2012,UNHCR,RMNCH (total),14.62002142
2013,UNHCR,RMNCH (total),13.01288054
2014,UNHCR,RMNCH (total),15.40508675
2015,UNHCR,RMNCH (total),19.88049536
2016,UNHCR,RMNCH (total),25.26169492
2017,UNHCR,RMNCH (total),25.70877707
2018,UNHCR,RMNCH (total),22.6772825
2019,UNHCR,RMNCH (total),27.67955465
2020,UNHCR,RMNCH (total),24.43131761
2021,UNHCR,RMNCH (total),26.26889452
2011,UNICEF,RMNCH (total),167.0637777
2012,UNICEF,RMNCH (total),178.4667315
2013,UNICEF,RMNCH (total),192.2232363
2014,UNICEF,RMNCH (total),205.5148697
2015,UNICEF,RMNCH (total),238.3968213
2016,UNICEF,RMNCH (total),247.3089815
2017,UNICEF,RMNCH (total),256.1612013
2018,UNICEF,RMNCH (total),241.6733808
2019,UNICEF,RMNCH (total),168.0779882
2020,UNICEF,RMNCH (total),155.2681278
2021,UNICEF,RMNCH (total),136.00605
2011,United Arab Emirates,RMNCH (total),43.34876794
2012,United Arab Emirates,RMNCH (total),45.27215138
2013,United Arab Emirates,RMNCH (total),156.5971178
2014,United Arab Emirates,RMNCH (total),109.0525936
2015,United Arab Emirates,RMNCH (total),135.8241211
2016,United Arab Emirates,RMNCH (total),160.5178101
2017,United Arab Emirates,RMNCH (total),143.2621054
2018,United Arab Emirates,RMNCH (total),123.4030988
2019,United Arab Emirates,RMNCH (total),105.4353818
2020,United Arab Emirates,RMNCH (total),73.8266351
2021,United Arab Emirates,RMNCH (total),91.46267325
2011,United Kingdom,RMNCH (total),906.3939103
2012,United Kingdom,RMNCH (total),1073.666507
2013,United Kingdom,RMNCH (total),1202.221346
2014,United Kingdom,RMNCH (total),1347.158544
2015,United Kingdom,RMNCH (total),1096.128454
2016,United Kingdom,RMNCH (total),1097.683921
2017,United Kingdom,RMNCH (total),1186.620771
2018,United Kingdom,RMNCH (total),1102.749483
2019,United Kingdom,RMNCH (total),1215.173697
2020,United Kingdom,RMNCH (total),885.8158884
2021,United Kingdom,RMNCH (total),515.7675127
2021,United Nations Industrial Development Organization,RMNCH (total),0
2011,United States,RMNCH (total),5011.144493
2012,United States,RMNCH (total),4950.583012
2013,United States,RMNCH (total),5190.876047
2014,United States,RMNCH (total),5069.166976
2015,United States,RMNCH (total),5113.738209
2016,United States,RMNCH (total),5168.490251
2017,United States,RMNCH (total),5546.191954
2018,United States,RMNCH (total),5255.375462
2019,United States,RMNCH (total),4006.853495
2020,United States,RMNCH (total),4393.243703
2021,United States,RMNCH (total),4307.833981
2011,UNRWA,RMNCH (total),42.80364962
2012,UNRWA,RMNCH (total),48.51469385
2013,UNRWA,RMNCH (total),38.87165216
2014,UNRWA,RMNCH (total),44.229662
2015,UNRWA,RMNCH (total),72.66252824
2016,UNRWA,RMNCH (total),57.27592013
2017,UNRWA,RMNCH (total),69.88669301
2018,UNRWA,RMNCH (total),51.90319497
2019,UNRWA,RMNCH (total),50.75074126
2020,UNRWA,RMNCH (total),51.53648076
2021,UNRWA,RMNCH (total),47.17190228
2011,WFP,RMNCH (total),17.38979093
2012,WFP,RMNCH (total),17.95811685
2013,WFP,RMNCH (total),28.42910529
2014,WFP,RMNCH (total),22.78414745
2015,WFP,RMNCH (total),18.74825476
2016,WFP,RMNCH (total),26.66193698
2017,WFP,RMNCH (total),19.44488606
2018,WFP,RMNCH (total),7.710756732
2019,WFP,RMNCH (total),7.485056675
2020,WFP,RMNCH (total),12.93211943
2021,WFP,RMNCH (total),13.6003714
2011,World Health Organisation,RMNCH (total),197.3311437
2012,World Health Organisation,RMNCH (total),169.5714405
2013,World Health Organisation,RMNCH (total),202.8249475
2014,World Health Organisation,RMNCH (total),189.2263872
2015,World Health Organisation,RMNCH (total),278.8919457
2016,World Health Organisation,RMNCH (total),233.5446007
2017,World Health Organisation,RMNCH (total),226.8526404
2018,World Health Organisation,RMNCH (total),210.1104935
2019,World Health Organisation,RMNCH (total),187.3382735
2020,World Health Organisation,RMNCH (total),86.83676985
2021,World Health Organisation,RMNCH (total),161.9487801
2011,All donors (total),RMNCH (total),11702.44018
2012,All donors (total),RMNCH (total),12508.19056
2013,All donors (total),RMNCH (total),14021.79613
2014,All donors (total),RMNCH (total),13601.95566
2015,All donors (total),RMNCH (total),14495.06124
2016,All donors (total),RMNCH (total),14682.34984
2017,All donors (total),RMNCH (total),16191.6649
2018,All donors (total),RMNCH (total),15068.32759
2019,All donors (total),RMNCH (total),14665.20129
2020,All donors (total),RMNCH (total),15857.72063
2021,All donors (total),RMNCH (total),15504.48251
2011,DAC donors (total),RMNCH (total),7995.141585
2012,DAC donors (total),RMNCH (total),8267.095919
2013,DAC donors (total),RMNCH (total),8892.980974
2014,DAC donors (total),RMNCH (total),9014.039871
2015,DAC donors (total),RMNCH (total),8639.647414
2016,DAC donors (total),RMNCH (total),8819.09467
2017,DAC donors (total),RMNCH (total),9472.059975
2018,DAC donors (total),RMNCH (total),9173.565181
2019,DAC donors (total),RMNCH (total),8004.754532
2020,DAC donors (total),RMNCH (total),8298.271977
2021,DAC donors (total),RMNCH (total),8350.969199
2011,Multilateral donors (total),RMNCH (total),3652.207447
2012,Multilateral donors (total),RMNCH (total),4191.146989
2013,Multilateral donors (total),RMNCH (total),4970.077167
2014,Multilateral donors (total),RMNCH (total),4471.785232
2015,Multilateral donors (total),RMNCH (total),5547.854225
2016,Multilateral donors (total),RMNCH (total),5375.058584
2017,Multilateral donors (total),RMNCH (total),6181.553891
2018,Multilateral donors (total),RMNCH (total),5212.775394
2019,Multilateral donors (total),RMNCH (total),6005.443656
2020,Multilateral donors (total),RMNCH (total),6986.647362
2021,Multilateral donors (total),RMNCH (total),6563.882671
2011,Non-DAC donors (total),RMNCH (total),55.09114356
2012,Non-DAC donors (total),RMNCH (total),49.94765033
2013,Non-DAC donors (total),RMNCH (total),158.737992
2014,Non-DAC donors (total),RMNCH (total),116.1305545
2015,Non-DAC donors (total),RMNCH (total),307.5595984
2016,Non-DAC donors (total),RMNCH (total),488.1965895
2017,Non-DAC donors (total),RMNCH (total),538.0510379
2018,Non-DAC donors (total),RMNCH (total),681.9870196
2019,Non-DAC donors (total),RMNCH (total),655.0031034
2020,Non-DAC donors (total),RMNCH (total),572.8012927
2021,Non-DAC donors (total),RMNCH (total),589.6306394
2011,Adaptation Fund,Reproductive health,0
2012,Adaptation Fund,Reproductive health,0
2014,Adaptation Fund,Reproductive health,0
2015,Adaptation Fund,Reproductive health,0
2016,Adaptation Fund,Reproductive health,0
2017,Adaptation Fund,Reproductive health,0
2018,Adaptation Fund,Reproductive health,0
2019,Adaptation Fund,Reproductive health,0
2020,Adaptation Fund,Reproductive health,0
2021,Adaptation Fund,Reproductive health,0
2011,African Development Bank,Reproductive health,0.013533263
2012,African Development Bank,Reproductive health,0.003937883
2013,African Development Bank,Reproductive health,0.013098714
2014,African Development Bank,Reproductive health,0.011663853
2015,African Development Bank,Reproductive health,0.006850469
2016,African Development Bank,Reproductive health,0.004625607
2017,African Development Bank,Reproductive health,0.004538815
2018,African Development Bank,Reproductive health,0.004032864
2019,African Development Bank,Reproductive health,0.002161915
2020,African Development Bank,Reproductive health,0.000915933
2021,African Development Bank,Reproductive health,0.002253077
2011,African Development Fund,Reproductive health,6.815045274
2012,African Development Fund,Reproductive health,9.31341471
2013,African Development Fund,Reproductive health,8.159685629
2014,African Development Fund,Reproductive health,4.771633791
2015,African Development Fund,Reproductive health,3.251001148
2016,African Development Fund,Reproductive health,2.975754342
2017,African Development Fund,Reproductive health,2.150951815
2018,African Development Fund,Reproductive health,0.537311286
2019,African Development Fund,Reproductive health,1.736449819
2020,African Development Fund,Reproductive health,1.228883431
2021,African Development Fund,Reproductive health,7.107516774
2011,Arab Bank for Economic Development in Africa,Reproductive health,0.05392275
2012,Arab Bank for Economic Development in Africa,Reproductive health,0.024188087
2013,Arab Bank for Economic Development in Africa,Reproductive health,0.033163428
2014,Arab Bank for Economic Development in Africa,Reproductive health,0.07545779
2015,Arab Bank for Economic Development in Africa,Reproductive health,0.122343689
2019,Arab Bank for Economic Development in Africa,Reproductive health,0
2020,Arab Bank for Economic Development in Africa,Reproductive health,0
2011,Arab Fund (AFESD),Reproductive health,0.023946167
2012,Arab Fund (AFESD),Reproductive health,0.409016761
2013,Arab Fund (AFESD),Reproductive health,0.020781575
2014,Arab Fund (AFESD),Reproductive health,0.065048699
2015,Arab Fund (AFESD),Reproductive health,0.065597958
2016,Arab Fund (AFESD),Reproductive health,0.433760126
2017,Arab Fund (AFESD),Reproductive health,0.057396159
2018,Arab Fund (AFESD),Reproductive health,0.059981326
2019,Arab Fund (AFESD),Reproductive health,0.03190819
2020,Arab Fund (AFESD),Reproductive health,0.007455567
2021,Arab Fund (AFESD),Reproductive health,0.018107
2011,Asian Development Bank,Reproductive health,3.799200646
2012,Asian Development Bank,Reproductive health,1.055531389
2013,Asian Development Bank,Reproductive health,3.149290868
2014,Asian Development Bank,Reproductive health,3.11105763
2015,Asian Development Bank,Reproductive health,5.170741619
2016,Asian Development Bank,Reproductive health,2.498267547
2017,Asian Development Bank,Reproductive health,2.018459128
2018,Asian Development Bank,Reproductive health,2.950974043
2019,Asian Development Bank,Reproductive health,2.346792204
2020,Asian Development Bank,Reproductive health,136.0416042
2021,Asian Development Bank,Reproductive health,1.252440588
2017,Asian Infrastructure Investment Bank,Reproductive health,0
2018,Asian Infrastructure Investment Bank,Reproductive health,0
2019,Asian Infrastructure Investment Bank,Reproductive health,0
2020,Asian Infrastructure Investment Bank,Reproductive health,0
2021,Asian Infrastructure Investment Bank,Reproductive health,0
2011,Australia,Reproductive health,59.21321328
2012,Australia,Reproductive health,63.76847553
2013,Australia,Reproductive health,58.33728061
2014,Australia,Reproductive health,63.78397461
2015,Australia,Reproductive health,39.80177146
2016,Australia,Reproductive health,30.28758235
2017,Australia,Reproductive health,23.80389117
2018,Australia,Reproductive health,27.72489608
2019,Australia,Reproductive health,17.35077669
2020,Australia,Reproductive health,15.17056297
2021,Australia,Reproductive health,51.19886073
2011,Austria,Reproductive health,0.554097976
2012,Austria,Reproductive health,0.291382095
2013,Austria,Reproductive health,0.35361822
2014,Austria,Reproductive health,0.296896071
2015,Austria,Reproductive health,0.250988399
2016,Austria,Reproductive health,0.45766129
2017,Austria,Reproductive health,0.254380225
2018,Austria,Reproductive health,0.196263164
2019,Austria,Reproductive health,0.250830809
2020,Austria,Reproductive health,0.209842448
2021,Austria,Reproductive health,0.402267179
2014,Azerbaijan,Reproductive health,0.006733032
2015,Azerbaijan,Reproductive health,0.001909521
2016,Azerbaijan,Reproductive health,0.001244423
2017,Azerbaijan,Reproductive health,0.002107182
2018,Azerbaijan,Reproductive health,0.000816173
2019,Azerbaijan,Reproductive health,0.001902019
2020,Azerbaijan,Reproductive health,0.001653591
2011,Belgium,Reproductive health,6.965421676
2012,Belgium,Reproductive health,5.810142309
2013,Belgium,Reproductive health,6.474002157
2014,Belgium,Reproductive health,4.739235599
2015,Belgium,Reproductive health,4.160938578
2016,Belgium,Reproductive health,4.546375779
2017,Belgium,Reproductive health,10.72336943
2018,Belgium,Reproductive health,5.004825489
2019,Belgium,Reproductive health,5.576227529
2020,Belgium,Reproductive health,8.978227406
2021,Belgium,Reproductive health,8.50030971
2017,Bulgaria,Reproductive health,0.003259965
2019,Bulgaria,Reproductive health,0.005397448
2020,Bulgaria,Reproductive health,0.009867399
2021,Bulgaria,Reproductive health,0.01041
2011,Canada,Reproductive health,36.98158548
2012,Canada,Reproductive health,37.5064421
2013,Canada,Reproductive health,40.13966303
2014,Canada,Reproductive health,40.04736885
2015,Canada,Reproductive health,26.49452213
2016,Canada,Reproductive health,25.72523103
2017,Canada,Reproductive health,58.09115503
2018,Canada,Reproductive health,88.41466233
